0.000000,0.062500,-0.015625,-0.031250,-0.015625,0.062500,-0.015625,-0.046875,-0.140625,-0.093750,
0.015625,-0.109375,-0.031250,0.000000,-0.015625,0.000000,-0.015625,-0.062500,-0.093750,0.031250,
-0.031250,0.000000,0.046875,-0.046875,0.046875,-0.062500,-0.062500,0.031250,-0.031250,-0.046875,
-0.046875,0.062500,0.046875,0.015625,-0.015625,0.000000,0.000000,-0.015625,-0.093750,-0.031250,
0.000000,0.046875,0.031250,-0.015625,-0.046875,-0.015625,0.000000,0.015625,-0.109375,-0.015625,
-0.156250,0.078125,-0.109375,-0.062500,0.000000,0.125000,0.031250,0.062500,-0.031250,0.015625,
0.046875,-0.125000,-0.046875,-0.046875,-0.125000,-0.078125,-0.031250,-0.046875,0.046875,-0.109375,
-0.015625,-0.078125,0.000000,0.015625,-0.187500,0.015625,-0.015625,0.046875,-0.046875,0.125000,
-0.031250,0.031250,0.015625,-0.062500,-0.062500,0.031250,0.015625,0.031250,0.015625,0.015625,
0.015625,0.015625,0.000000,-0.062500,-0.046875,-0.093750,0.000000,-0.015625,0.046875,-0.078125,
-0.109375,0.015625,-0.078125,-0.078125,0.031250,-0.125000,-0.015625,0.078125,-0.140625,-0.046875,
-0.062500,0.031250,0.031250,-0.015625,-0.125000,0.031250,-0.062500,-0.031250,-0.031250,-0.015625,
-0.015625,0.000000,-0.062500,0.031250,-0.046875,-0.046875,0.062500,-0.046875,-0.046875,-0.062500,
0.000000,0.031250,-0.031250,0.015625,-0.015625,-0.031250,0.000000,0.015625,-0.015625,-0.031250,
-0.015625,0.062500,-0.015625,0.031250,-0.046875,-0.015625,0.000000,0.109375,-0.078125,-0.109375,
-0.015625,0.031250,0.031250,0.000000,-0.015625,-0.046875,-0.031250,-0.046875,-0.031250,-0.015625,
0.000000,0.000000,0.046875,-0.031250,-0.015625,-0.015625,-0.015625,0.031250,0.031250,-0.140625,
-0.046875,-0.078125,0.031250,0.015625,-0.093750,-0.031250,-0.031250,0.031250,-0.046875,-0.093750,
-0.015625,0.046875,-0.062500,0.062500,-0.015625,0.000000,-0.046875,-0.015625,-0.031250,0.015625,
-0.046875,-0.062500,0.031250,0.000000,-0.140625,0.093750,-0.062500,-0.031250,-0.046875,-0.031250,
