0.093750,1.421875,-0.484375,-0.125000,-1.484375,-1.156250,-0.531250,-1.531250,-0.625000,-1.046875,-1.421875,-0.812500,-0.718750,0.078125,2.000000,5.328125,0.890625,0.468750,-0.171875,-1.078125,
0.156250,-1.531250,-0.046875,-1.187500,0.687500,-0.250000,0.156250,-0.078125,-1.109375,1.109375,-3.515625,0.593750,1.187500,-0.031250,-0.953125,-0.265625,0.640625,-0.531250,0.015625,0.562500,
-0.406250,0.921875,-2.546875,-0.609375,1.546875,-1.484375,-0.531250,-3.125000,1.734375,-0.765625,-0.593750,0.421875,-1.234375,0.718750,0.609375,0.875000,0.156250,-0.046875,0.328125,2.062500,
0.109375,-0.546875,-0.593750,-1.187500,0.546875,-1.609375,-0.656250,0.093750,-0.171875,0.000000,0.078125,1.281250,0.609375,-1.875000,-1.859375,-3.937500,1.328125,1.703125,1.406250,-0.078125,
1.109375,1.343750,1.218750,0.390625,-0.156250,0.140625,0.078125,0.718750,-0.093750,1.156250,0.421875,-0.546875,0.031250,-0.875000,0.843750,-0.500000,-1.171875,0.656250,0.203125,-1.078125,
-0.578125,0.812500,0.218750,-1.218750,0.640625,0.093750,0.578125,1.093750,-0.187500,0.250000,-1.656250,1.656250,-0.625000,-2.562500,0.437500,0.546875,1.265625,0.609375,0.375000,-1.578125,
0.359375,1.484375,-1.000000,0.531250,-1.015625,-0.203125,-0.609375,1.453125,0.390625,-0.187500,-0.046875,-1.046875,-1.546875,-0.828125,-0.515625,-0.484375,0.781250,0.406250,-0.343750,-1.890625,
-0.046875,1.671875,-1.984375,0.281250,-0.328125,-0.687500,-0.125000,-0.421875,1.046875,-0.156250,-0.468750,-0.703125,-2.406250,-0.187500,0.968750,2.000000,0.078125,-0.218750,0.109375,-2.453125,
1.562500,-2.234375,-0.562500,-0.265625,-0.421875,1.203125,0.843750,0.468750,0.015625,-0.750000,-0.406250,-0.640625,-2.609375,1.468750,0.062500,1.625000,-0.031250,0.203125,-0.234375,-0.140625,
0.187500,-1.296875,-0.750000,0.875000,0.593750,0.625000,1.796875,1.250000,-2.000000,0.281250,0.234375,0.890625,-0.328125,0.765625,0.015625,-0.875000,-0.328125,-1.281250,-0.250000,-0.031250,
0.250000,0.812500,1.906250,-0.828125,-1.359375,-0.687500,0.921875,0.312500,1.828125,-0.546875,0.015625,1.796875,-0.015625,2.500000,-0.250000,-2.125000,2.953125,0.359375,0.609375,1.750000,
0.765625,-0.671875,-0.125000,1.000000,-2.078125,-0.265625,1.531250,0.593750,2.453125,-0.453125,-0.125000,-0.265625,-0.062500,-2.296875,0.421875,-1.015625,-0.859375,1.078125,1.421875,0.109375,
0.718750,2.109375,1.312500,-2.093750,2.828125,0.625000,1.046875,2.421875,-3.171875,-0.484375,-0.437500,2.265625,1.734375,1.921875,-0.218750,0.796875,2.734375,-0.609375,0.562500,0.203125,
-1.031250,0.750000,-2.000000,-1.562500,1.890625,0.609375,0.937500,1.031250,-2.906250,-0.265625,-0.140625,0.796875,-2.625000,-0.515625,0.500000,2.578125,-1.078125,0.484375,0.640625,0.421875,
1.406250,-1.203125,-3.921875,0.078125,-0.765625,0.218750,1.078125,0.687500,-4.843750,1.296875,-0.171875,1.109375,-3.250000,0.671875,0.125000,-0.921875,1.093750,0.125000,0.281250,-0.296875,
0.031250,1.421875,1.078125,-0.343750,-0.906250,0.718750,-0.109375,-0.062500,-6.765625,1.953125,-0.656250,0.921875,-1.453125,-2.265625,1.312500,2.218750,0.453125,-0.500000,0.687500,2.109375,
-0.343750,0.593750,0.062500,-1.609375,-2.484375,0.625000,1.187500,-0.109375,2.890625,-2.859375,-1.421875,1.687500,-0.828125,2.265625,1.640625,0.062500,-0.375000,-3.468750,-2.953125,-1.484375,
0.093750,-2.125000,-2.187500,-1.968750,-0.125000,-0.421875,1.328125,0.671875,-2.046875,-1.062500,-0.171875,3.859375,0.109375,0.500000,0.046875,-0.343750,0.875000,-3.906250,-1.953125,1.078125,
0.156250,1.312500,2.390625,-3.437500,-0.937500,0.593750,1.109375,-0.390625,0.093750,-0.921875,0.296875,1.562500,2.609375,0.781250,1.328125,1.531250,0.390625,-3.984375,0.484375,0.781250,
-2.500000,-0.500000,0.234375,2.250000,-1.968750,0.890625,-0.968750,-0.671875,0.265625,2.718750,-0.187500,-0.718750,-0.234375,-2.859375,1.078125,-2.062500,-1.062500,-0.171875,2.265625,2.796875,
-2.656250,1.984375,-1.578125,1.062500,2.250000,-1.000000,0.062500,0.234375,0.078125,-0.625000,2.062500,-0.125000,-2.703125,0.953125,-0.109375,2.000000,-0.156250,-0.562500,-0.062500,1.187500,
-2.421875,-0.812500,-0.953125,-1.265625,1.625000,-0.156250,0.578125,0.828125,0.796875,-1.703125,0.484375,-0.468750,-1.734375,2.859375,0.031250,2.765625,-1.125000,0.296875,-0.890625,0.609375,
-0.140625,-1.578125,-1.328125,-1.640625,1.500000,0.750000,1.859375,0.500000,1.046875,0.109375,-0.968750,-0.500000,-0.625000,1.187500,0.546875,-1.437500,-0.531250,1.750000,0.125000,0.312500,
0.015625,2.140625,-1.125000,-2.937500,-1.828125,1.093750,0.484375,-0.281250,-2.421875,2.406250,0.718750,-3.609375,-0.171875,-3.265625,0.187500,1.140625,-2.781250,0.406250,0.484375,-0.968750,
